Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
787,Tapu Bulu,Grass,Fairy,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.","Grassy Surge, Telepathy",3,,7
788,Tapu Fini,Water,Fairy,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,"Misty Surge, Telepathy",3,,7
789,Cosmog,Psychic,,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,Unaware,45,,7
790,Cosmoem,Psychic,,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",Sturdy,45,,7
791,Solgaleo,Psychic,Steel,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,Full Metal Body,45,,7
792,Lunala,Psychic,Ghost,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",Shadow Shield,45,,7
793,Nihilego,Rock,Poison,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,Beast Boost,45,,7
794,Buzzwole,Bug,Fighting,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",Beast Boost,45,,7
795,Pheromosa,Bug,Fighting,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",Beast Boost,45,,7
796,Xurkitree,Electric,,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",Beast Boost,45,,7
797,Celesteela,Steel,Flying,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,Beast Boost,45,,7
798,Kartana,Grass,Steel,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",Beast Boost,45,,7
799,Guzzlord,Dark,Dragon,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",Beast Boost,45,,7
800,Necrozma,Psychic,,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",Prism Armor,255,,7
801,Magearna,Steel,Fairy,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",Soul-Heart,3,,7
802,Marshadow,Fighting,Ghost,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",Technician,3,,7
803,Poipole,Poison,,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,Beast Boost,45,,7
804,Naganadel,Poison,Dragon,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,Beast Boost,45,,7
805,Stakataka,Rock,Steel,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,Beast Boost,30,,7
806,Blacephalon,Fire,Ghost,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",Beast Boost,30,,7
807,Zeraora,Electric,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",Volt Absorb,3,,7
808,Meltan,Steel,,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",Magnet Pull,3,,7
809,Melmetal,Steel,,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",Iron Fist,3,,7
810,Grookey,Grass,,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.","Overgrow, Grassy Surge",45,"87.5% male, 12.5% female",8
811,Thwackey,Grass,,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.","Overgrow, Grassy Surge",45,"87.5% male, 12.5% female",8
812,Rillaboom,Grass,,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.","Overgrow, Grassy Surge",45,"87.5% male, 12.5% female",8
813,Scorbunny,Fire,,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.","Blaze, Libero",45,"87.5% male, 12.5% female",8
814,Raboot,Fire,,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,"Blaze, Libero",45,"87.5% male, 12.5% female",8
815,Cinderace,Fire,,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.","Blaze, Libero",45,"87.5% male, 12.5% female",8
816,Sobble,Water,,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.","Torrent, Sniper",45,"87.5% male, 12.5% female",8
817,Drizzile,Water,,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.","Torrent, Sniper",45,"87.5% male, 12.5% female",8
818,Inteleon,Water,,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.","Torrent, Sniper",45,"87.5% male, 12.5% female",8
819,Skwovet,Normal,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.","Cheek Pouch, Gluttony",255,"50% male, 50% female",8
820,Greedent,Normal,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.","Cheek Pouch, Gluttony",90,"50% male, 50% female",8
821,Rookidee,Flying,,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.","Keen Eye, Unnerve, Big Pecks",255,"50% male, 50% female",8
822,Corvisquire,Flying,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.","Keen Eye, Unnerve, Big Pecks",120,"50% male, 50% female",8
823,Corviknight,Flying,Steel,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,"Pressure, Unnerve, Mirror Armor",45,"50% male, 50% female",8
824,Blipbug,Bug,,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.","Swarm, Compound Eyes, Telepathy",255,"50% male, 50% female",8
825,Dottler,Bug,Psychic,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.","Swarm, Compound Eyes, Telepathy",120,"50% male, 50% female",8
826,Orbeetle,Bug,Psychic,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.","Swarm, Frisk, Telepathy",45,"50% male, 50% female",8
827,Nickit,Dark,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.","Run Away, Unburden, Stakeout",255,"50% male, 50% female",8
828,Thievul,Dark,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.","Run Away, Unburden, Stakeout",127,"50% male, 50% female",8
829,Gossifleur,Grass,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.","Cotton Down, Regenerator, Effect Spore",190,"50% male, 50% female",8
830,Eldegoss,Grass,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,"Cotton Down, Regenerator, Effect Spore",75,"50% male, 50% female",8
831,Wooloo,Normal,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.","Fluffy, Run Away, Bulletproof",255,"50% male, 50% female",8
832,Dubwool,Normal,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.","Fluffy, Steadfast, Bulletproof",127,"50% male, 50% female",8
833,Chewtle,Water,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,"Strong Jaw, Shell Armor, Swift Swim",255,"50% male, 50% female",8
834,Drednaw,Water,Rock,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.","Strong Jaw, Shell Armor, Swift Swim",75,"50% male, 50% female",8
835,Yamper,Electric,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.","Ball Fetch, Rattled",255,"50% male, 50% female",8
836,Boltund,Electric,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,"Strong Jaw, Competitive",45,"50% male, 50% female",8
837,Rolycoly,Rock,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.","Steam Engine, Heatproof, Flash Fire",255,"50% male, 50% female",8
838,Carkol,Rock,Fire,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,"Steam Engine, Flame Body, Flash Fire",120,"50% male, 50% female",8
839,Coalossal,Rock,Fire,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.","Steam Engine, Flame Body, Flash Fire",45,"50% male, 50% female",8
840,Applin,Grass,Dragon,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.","Ripen, Gluttony, Bulletproof",255,"50% male, 50% female",8
841,Flapple,Grass,Dragon,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.","Ripen, Gluttony, Hustle",45,"50% male, 50% female",8
842,Appletun,Grass,Dragon,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.","Ripen, Gluttony, Thick Fat",45,"50% male, 50% female",8
843,Silicobra,Ground,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.","Sand Spit, Shed Skin, Sand Veil",255,"50% male, 50% female",8
844,Sandaconda,Ground,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.","Sand Spit, Shed Skin, Sand Veil",120,"50% male, 50% female",8
845,Cramorant,Flying,Water,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",Gulp Missile,45,"50% male, 50% female",8
846,Arrokuda,Water,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.","Swift Swim, Propeller Tail",255,"50% male, 50% female",8
847,Barraskewda,Water,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.","Swift Swim, Propeller Tail",60,"50% male, 50% female",8
848,Toxel,Electric,Poison,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.","Rattled, Static, Klutz",75,"50% male, 50% female",8
849,Toxtricity,Electric,Poison,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.","Punk Rock, Plus, Technician",45,"50% male, 50% female",8
850,Sizzlipede,Fire,Bug,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,"Flash Fire, White Smoke, Flame Body",190,"50% male, 50% female",8
851,Centiskorch,Fire,Bug,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.","Flash Fire, White Smoke, Flame Body",75,"50% male, 50% female",8
852,Clobbopus,Fighting,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.","Limber, Technician",180,"50% male, 50% female",8
853,Grapploct,Fighting,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,"Limber, Technician",45,"50% male, 50% female",8
854,Sinistea,Ghost,,"The swirl pattern in this Pokémon’s body is its weakness. If it gets stirred, the swirl loses its shape, and Sinistea gets dizzy.","Weak Armor, Cursed Body",120,,8
855,Polteageist,Ghost,,Trainers Polteageist trusts will be allowed to experience its distinctive flavor and aroma firsthand by sampling just a tiny bit of its tea.,"Weak Armor, Cursed Body",60,,8
856,Hatenna,Psychic,,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.","Healer, Anticipation, Magic Bounce",235,"0% male, 100% female",8
857,Hattrem,Psychic,,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.","Healer, Anticipation, Magic Bounce",120,"0% male, 100% female",8
858,Hatterene,Psychic,Fairy,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,"Healer, Anticipation, Magic Bounce",45,"0% male, 100% female",8
859,Impidimp,Dark,Fairy,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.","Prankster, Frisk, Pickpocket",255,"100% male, 0% female",8
860,Morgrem,Dark,Fairy,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.","Prankster, Frisk, Pickpocket",120,"100% male, 0% female",8
861,Grimmsnarl,Dark,Fairy,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.","Prankster, Frisk, Pickpocket",45,"100% male, 0% female",8
862,Obstagoon,Dark,Normal,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,"Reckless, Guts, Defiant",45,"50% male, 50% female",8
863,Perrserker,Steel,,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,"Battle Armor, Tough Claws, Steely Spirit",90,"50% male, 50% female",8
864,Cursola,Ghost,,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,"Weak Armor, Perish Body",30,"25% male, 75% female",8
865,Sirfetch'd,Fighting,,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.","Steadfast, Scrappy",45,"50% male, 50% female",8
866,Mr. Rime,Ice,Psychic,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,"Tangled Feet, Screen Cleaner, Ice Body",45,"50% male, 50% female",8
867,Runerigus,Ground,Ghost,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",Wandering Spirit,90,"50% male, 50% female",8
868,Milcery,Fairy,,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,"Sweet Veil, Aroma Veil",200,"0% male, 100% female",8
869,Alcremie,Fairy,,"The moment it evolved, it took on a bitter flavor. This is because of the way its cells spontaneously shifted during evolution.","Sweet Veil, Aroma Veil",100,"0% male, 100% female",8
870,Falinks,Fighting,,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.","Battle Armor, Defiant",45,,8
871,Pincurchin,Electric,,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.","Lightning Rod, Electric Surge",75,"50% male, 50% female",8
872,Snom,Ice,Bug,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.","Shield Dust, Ice Scales",190,"50% male, 50% female",8
873,Frosmoth,Ice,Bug,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,"Shield Dust, Ice Scales",75,"50% male, 50% female",8
874,Stonjourner,Rock,,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",Power Spot,60,"50% male, 50% female",8
875,Eiscue,Ice,,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,Ice Face,60,"50% male, 50% female",8
876,Indeedee,Psychic,Normal,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.","Inner Focus, Synchronize, Psychic Surge",30,"100% male, 0% female",8
877,Morpeko,Electric,Dark,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",Hunger Switch,180,"50% male, 50% female",8
878,Cufant,Steel,,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.","Sheer Force, Heavy Metal",190,"50% male, 50% female",8
879,Copperajah,Steel,,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,"Sheer Force, Heavy Metal",90,"50% male, 50% female",8
880,Dracozolt,Electric,Dragon,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.","Volt Absorb, Hustle, Sand Rush",45,,8
881,Arctozolt,Electric,Ice,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,"Volt Absorb, Static, Slush Rush",45,,8
882,Dracovish,Water,Dragon,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,"Water Absorb, Strong Jaw, Sand Rush",45,,8
883,Arctovish,Water,Ice,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.","Water Absorb, Ice Body, Slush Rush",45,,8
884,Duraludon,Steel,Dragon,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.","Light Metal, Heavy Metal, Stalwart",45,"50% male, 50% female",8
885,Dreepy,Dragon,Ghost,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.","Clear Body, Infiltrator, Cursed Body",45,"50% male, 50% female",8
886,Drakloak,Dragon,Ghost,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,"Clear Body, Infiltrator, Cursed Body",45,"50% male, 50% female",8
887,Dragapult,Dragon,Ghost,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.","Clear Body, Infiltrator, Cursed Body",45,"50% male, 50% female",8
888,Zacian,Fairy,,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",Intrepid Sword,10,,8
889,Zamazenta,Fighting,,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",Dauntless Shield,10,,8
890,Eternatus,Poison,Dragon,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,Pressure,255,,8
891,Kubfu,Fighting,,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,Inner Focus,3,"87.5% male, 12.5% female",8
892,Urshifu,Fighting,Dark,People call it the embodiment of rage. It’s said that this Pokémon’s terrifying expression and shout will rid the world of malevolence.,Unseen Fist,3,"87.5% male, 12.5% female",8
893,Zarude,Dark,Grass,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",Leaf Guard,3,,8
894,Regieleki,Electric,,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,Transistor,3,,8
895,Regidrago,Dragon,,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,Dragon's Maw,3,,8
896,Glastrier,Ice,,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",Chilling Neigh,3,,8
897,Spectrier,Ghost,,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,Grim Neigh,3,,8
898,Calyrex,Psychic,Grass,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",Unnerve,3,,8
899,Wyrdeer,Normal,Psychic,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,"Intimidate, Frisk, Sap Sipper",45,"50% male, 50% female",8
900,Kleavor,Bug,Rock,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one’s only recourse is to flee.","Swarm, Sheer Force, Sharpness",15,"50% male, 50% female",8
901,Ursaluna,Ground,Normal,I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,"Guts, Bulletproof, Unnerve",20,"50% male, 50% female",8
902,Basculegion,Water,Ghost,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui’s rivers is Basculegion’s equal.,"Swift Swim, Adaptability, Mold Breaker",45,"100% male, 0% female",8
903,Sneasler,Fighting,Poison,"Because of Sneasler’s virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.","Pressure, Unburden, Poison Touch",20,"50% male, 50% female",8
904,Overqwil,Dark,Poison,Its lancelike spikes and savage temperament have earned it the nickname “sea fiend.” It slurps up poison to nourish itself.,"Poison Point, Swift Swim, Intimidate",45,"50% male, 50% female",8
905,Enamorus,Fairy,Flying,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon’s love gives rise to the budding of fresh life across Hisui.","Cute Charm, Contrary",3,"0% male, 100% female",8
906,Sprigatito,Grass,,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,"Overgrow, Protean",45,"87.5% male, 12.5% female",9
907,Floragato,Grass,,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.","Overgrow, Protean",45,"87.5% male, 12.5% female",9
908,Meowscarada,Grass,Dark,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.","Overgrow, Protean",45,"87.5% male, 12.5% female",9
909,Fuecoco,Fire,,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,"Blaze, Unaware",45,"87.5% male, 12.5% female",9
910,Crocalor,Fire,,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,"Blaze, Unaware",45,"87.5% male, 12.5% female",9
911,Skeledirge,Fire,Ghost,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,"Blaze, Unaware",45,"87.5% male, 12.5% female",9
912,Quaxly,Water,,This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,"Torrent, Moxie",45,"87.5% male, 12.5% female",9
913,Quaxwell,Water,,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.","Torrent, Moxie",45,"87.5% male, 12.5% female",9
914,Quaquaval,Water,Fighting,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,"Torrent, Moxie",45,"87.5% male, 12.5% female",9
915,Lechonk,Normal,,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,"Aroma Veil, Gluttony, Thick Fat",255,"50% male, 50% female",9
916,Oinkologne,Normal,,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.","Lingering Aroma, Gluttony, Thick Fat",100,"100% male, 0% female",9
917,Tarountula,Bug,,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.","Insomnia, Stakeout",255,"50% male, 50% female",9
918,Spidops,Bug,,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,"Insomnia, Stakeout",120,"50% male, 50% female",9
919,Nymble,Bug,,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.","Swarm, Tinted Lens",190,"50% male, 50% female",9
920,Lokix,Bug,Dark,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.","Swarm, Tinted Lens",30,"50% male, 50% female",9
921,Pawmi,Electric,,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,"Static, Natural Cure, Iron Fist",190,"50% male, 50% female",9
922,Pawmo,Electric,Fighting,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.","Volt Absorb, Natural Cure, Iron Fist",80,"50% male, 50% female",9
923,Pawmot,Electric,Fighting,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.","Volt Absorb, Natural Cure, Iron Fist",45,"50% male, 50% female",9
924,Tandemaus,Normal,,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.","Run Away, Pickup, Own Tempo",150,,9
925,Maushold,Normal,,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.","Friend Guard, Cheek Pouch, Technician",75,,9
926,Fidough,Fairy,,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,"Own Tempo, Klutz",190,"50% male, 50% female",9
927,Dachsbun,Fairy,,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.","Well-Baked Body, Aroma Veil",90,"50% male, 50% female",9
928,Smoliv,Grass,Normal,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,"Early Bird, Harvest",255,"50% male, 50% female",9
929,Dolliv,Grass,Normal,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.","Early Bird, Harvest",120,"50% male, 50% female",9
930,Arboliva,Grass,Normal,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.","Seed Sower, Harvest",45,"50% male, 50% female",9
931,Squawkabilly,Normal,Flying,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.","Intimidate, Hustle, Guts",190,"50% male, 50% female",9
932,Nacli,Rock,,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.","Purifying Salt, Sturdy, Clear Body",255,"50% male, 50% female",9
933,Naclstack,Rock,,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,"Purifying Salt, Sturdy, Clear Body",120,"50% male, 50% female",9
934,Garganacl,Rock,,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,"Purifying Salt, Sturdy, Clear Body",45,"50% male, 50% female",9
935,Charcadet,Fire,,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.","Flash Fire, Flame Body",90,"50% male, 50% female",9
936,Armarouge,Fire,Psychic,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,"Flash Fire, Weak Armor",25,"50% male, 50% female",9
937,Ceruledge,Fire,Ghost,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,"Flash Fire, Weak Armor",25,"50% male, 50% female",9
938,Tadbulb,Electric,,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.","Own Tempo, Static, Damp",190,"50% male, 50% female",9
939,Bellibolt,Electric,,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.","Electromorphosis, Static, Damp",50,"50% male, 50% female",9
940,Wattrel,Electric,Flying,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.","Wind Power, Volt Absorb, Competitive",180,"50% male, 50% female",9
941,Kilowattrel,Electric,Flying,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.","Wind Power, Volt Absorb, Competitive",90,"50% male, 50% female",9
942,Maschiff,Dark,,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.","Intimidate, Run Away, Stakeout",150,"50% male, 50% female",9
943,Mabosstiff,Dark,,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,"Intimidate, Guard Dog, Stakeout",75,"50% male, 50% female",9
944,Shroodle,Poison,Normal,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.","Unburden, Pickpocket, Prankster",190,"50% male, 50% female",9
945,Grafaiai,Poison,Normal,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,"Unburden, Poison Touch, Prankster",90,"50% male, 50% female",9
946,Bramblin,Grass,Ghost,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,"Wind Rider, Infiltrator",190,"50% male, 50% female",9
